age,annual_income,current_savings,investment_horizon_years,number_of_dependents,investment_experience_level,risk_profile
40,1457995,3343810,2,1,Intermediate,Moderate
49,1225750,3209390,16,3,Beginner,Moderate
54,1257563,1916266,3,3,Beginner,Low
29,2652551,4235636,5,2,Advanced,High
66,3551134,7332815,-1,0,Beginner,Low
30,326639,241022,5,1,Beginner,Low
40,4655830,5652226,7,1,Advanced,High
42,719262,1548210,15,0,Beginner,Moderate
52,3712085,7345990,13,2,Advanced,High
58,492337,595697,7,0,Beginner,Low
47,3944715,2500015,14,3,Intermediate,High
34,302926,415356,18,2,Beginner,Low
66,1037428,3486554,-1,1,Beginner,Low
37,465338,908666,12,2,Intermediate,Moderate
65,572377,1902875,0,0,Intermediate,Low
42,1049693,1572661,9,1,Advanced,High
39,2551780,2874705,2,1,Intermediate,High
30,947868,1671191,16,1,Beginner,Moderate
36,416527,841527,12,0,Intermediate,High
66,590543,1855307,-1,1,Advanced,Low
53,1165498,1946022,4,2,Advanced,Moderate
29,2041576,3473794,17,2,Intermediate,High
58,537257,894168,4,2,Advanced,Moderate
36,763302,1215230,1,3,Intermediate,Low
29,215498,154457,1,2,Beginner,Low
26,690188,929257,14,0,Intermediate,High
24,514448,654461,4,0,Intermediate,Moderate
45,560758,894701,3,1,Beginner,Low
31,307281,363013,1,2,Advanced,Moderate
48,399243,1100533,17,0,Advanced,High
69,438889,518026,-4,0,Intermediate,Low
36,976821,1180482,12,0,Beginner,Moderate
64,226129,527097,1,2,Advanced,Low
33,222661,373431,2,0,Intermediate,Low
70,376139,1287286,-5,2,Advanced,Low
22,4292536,3787200,2,0,Beginner,Moderate
52,676166,625145,10,0,Advanced,Moderate
29,785108,690107,1,2,Beginner,Low
42,842791,515395,13,2,Intermediate,Moderate
69,423650,512072,-4,0,Advanced,Low
38,217278,176074,5,0,Beginner,Moderate
53,1374038,1943163,2,0,Beginner,Low
70,1023654,2293614,-5,1,Advanced,Low
40,3198313,5889181,20,0,Intermediate,High
33,2642816,973218,13,1,Beginner,Moderate
56,790802,2373622,9,2,Advanced,Moderate
62,927302,3426798,3,1,Advanced,Low
70,565360,2303505,-5,1,Advanced,Low
59,237692,438227,6,1,Intermediate,Moderate
56,1712550,2874017,6,1,Beginner,Moderate
31,245780,275176,19,1,Beginner,Moderate
48,4219421,8755525,8,2,Intermediate,High
22,643574,338103,8,1,Beginner,Moderate
52,899848,2000216,13,3,Beginner,Low
40,369943,376783,17,0,Beginner,Low
46,1056399,2091178,19,2,Advanced,High
60,602879,1542212,5,2,Intermediate,Low
28,1038088,291869,8,0,Intermediate,High
35,277969,521106,19,4,Intermediate,Moderate
64,239150,300410,1,0,Intermediate,Low
29,1079966,1867804,8,2,Beginner,Moderate
26,1269734,1238057,14,1,Intermediate,High
27,1441274,1141176,2,0,Intermediate,High
61,1421393,1264653,4,0,Beginner,Low
34,959096,1436412,16,0,Intermediate,High
55,1233651,1899098,8,0,Intermediate,Moderate
24,478248,667429,18,0,Beginner,High
63,970895,3233476,2,0,Intermediate,Low
30,239284,116440,10,1,Beginner,Low
57,352803,661297,8,2,Intermediate,Low
59,596943,1134264,6,0,Intermediate,Low
26,1099531,1298995,16,0,Intermediate,High
67,336556,533231,-2,0,Intermediate,Low
44,497525,1134204,5,1,Intermediate,High
19,1217693,1320441,20,1,Intermediate,High
22,431519,357114,17,1,Beginner,High
46,1173689,3043000,11,0,Advanced,High
54,1126444,1597831,1,3,Intermediate,Low
55,4846969,6895614,10,2,Beginner,Moderate
36,403653,670879,1,2,Intermediate,Low
25,436076,351239,7,1,Advanced,High
65,1024489,1585400,0,1,Intermediate,Low
62,1140200,1801382,3,0,Intermediate,Moderate
18,556330,516902,14,0,Beginner,High
39,905779,1496025,8,2,Intermediate,Moderate
69,1046312,3578967,-4,1,Advanced,Low
34,379444,395273,5,0,Intermediate,Moderate
24,958179,1309432,16,0,Beginner,High
42,528414,1210325,12,4,Beginner,Moderate
62,2311808,1689808,3,2,Intermediate,Low
21,1049926,622803,20,0,Beginner,High
53,569853,413653,4,1,Intermediate,Moderate
23,745129,375151,17,0,Intermediate,High
48,1516255,4096381,5,0,Advanced,High
36,838701,1654469,10,1,Intermediate,Moderate
61,1430080,1117027,4,1,Intermediate,Moderate
56,678862,448165,7,1,Advanced,Moderate
44,723366,1346160,2,0,Intermediate,Low
27,328135,193073,9,0,Intermediate,Moderate
43,507881,220815,19,0,Intermediate,Moderate
36,1276152,2372783,7,0,Advanced,High
56,678363,1109788,2,0,Intermediate,Low
20,573536,353985,1,1,Beginner,Low
62,814936,781207,3,1,Beginner,Low
30,852573,863541,18,0,Intermediate,High
67,947775,3099534,-2,0,Advanced,Low
45,453797,510146,17,0,Beginner,Moderate
37,1069178,2033110,14,2,Intermediate,Moderate
45,1435753,2746599,17,1,Intermediate,High
25,1108158,852042,15,1,Beginner,High
58,542814,1109226,7,1,Intermediate,Moderate
56,670383,585213,9,1,Advanced,Moderate
18,4495656,4426007,19,0,Intermediate,High
20,777941,850956,5,2,Beginner,Moderate
30,345021,301437,19,3,Beginner,Low
45,887897,1715992,6,0,Intermediate,Moderate
66,334912,1066107,-1,0,Beginner,Low
42,567472,1222322,8,2,Intermediate,Moderate
50,376637,870663,1,2,Advanced,Low
55,307187,592296,7,2,Advanced,Moderate
70,864961,2718108,-5,0,Intermediate,Low
23,521334,687919,8,0,Advanced,High
61,3386900,6935934,4,1,Intermediate,Moderate
62,1004547,877436,3,0,Intermediate,Low
49,1434132,3543798,16,1,Intermediate,High
62,1437006,4103937,3,0,Beginner,Low
64,1280506,2036230,1,0,Intermediate,Low
38,1066205,1596827,11,0,Advanced,High
33,704950,317371,2,1,Beginner,Low
38,3977824,5132014,13,1,Intermediate,High
28,1333601,1118422,10,2,Intermediate,High
54,1366837,1663582,11,2,Intermediate,Moderate
53,1123678,1053388,9,2,Intermediate,Moderate
52,1155155,1632998,13,0,Advanced,High
36,483716,989212,3,0,Beginner,Moderate
37,549571,725622,19,0,Advanced,High
35,1658983,1164578,12,2,Advanced,High
64,425288,1409141,1,0,Intermediate,Low
58,2791836,3800570,4,2,Intermediate,Moderate
66,533263,1764565,-1,1,Beginner,Low
31,720430,241964,10,0,Intermediate,Moderate
32,1418731,2550026,3,1,Intermediate,High
48,249602,440012,10,3,Intermediate,Low
18,680394,589837,4,0,Intermediate,High
70,911849,1641117,-5,0,Intermediate,Low
20,1495251,1564056,20,0,Beginner,High
33,1170422,1721958,3,0,Intermediate,High
40,210575,104070,17,2,Beginner,Low
28,824337,277692,12,2,Intermediate,High
29,259666,211238,5,2,Intermediate,Moderate
27,600903,204329,17,2,Intermediate,Moderate
49,3302292,1968462,8,3,Advanced,High
33,942996,898767,14,2,Intermediate,High
25,1151952,620364,15,0,Intermediate,High
55,794727,1203853,8,1,Beginner,Low
29,532421,465910,17,1,Beginner,Moderate
41,944846,553345,20,1,Beginner,Moderate
45,1034614,1876140,13,3,Beginner,Moderate
70,492994,945371,-5,1,Advanced,Low
25,2081577,2499832,1,0,Intermediate,High
45,836109,2241003,14,1,Intermediate,High
53,261900,403605,10,2,Intermediate,Low
43,1291273,2615063,18,2,Intermediate,High
25,687769,425762,18,2,Beginner,High
67,395601,1340181,-2,0,Beginner,Low
45,1274918,2532949,17,0,Beginner,Moderate
45,3277166,3312343,4,0,Advanced,High
54,1057809,1886841,11,0,Intermediate,Moderate
58,1722861,5027046,2,0,Beginner,Moderate
53,4240014,10218692,4,2,Advanced,High
44,3614026,1841638,17,1,Advanced,High
34,467005,160008,15,0,Intermediate,Moderate
26,1289219,1598649,4,0,Beginner,Moderate
50,424247,693274,1,2,Intermediate,Low
70,1057760,2634035,-5,0,Intermediate,Low
37,3821078,8232900,8,4,Advanced,High
30,560003,279062,9,0,Intermediate,Moderate
45,1174647,613734,10,2,Intermediate,Moderate
65,1309489,1655399,0,1,Beginner,Low
46,392108,822974,7,0,Intermediate,Moderate
30,435828,249838,5,1,Intermediate,High
63,762134,1749283,2,0,Beginner,Low
52,395407,1085266,13,1,Advanced,Moderate
23,734000,878185,13,0,Beginner,High
35,1020319,732573,9,0,Beginner,Moderate
68,658456,2456339,-3,0,Intermediate,Low
22,430482,565316,10,0,Beginner,Moderate
64,858061,3223617,1,1,Beginner,Low
42,536657,1229751,16,2,Advanced,High
19,2816923,704120,2,0,Beginner,Moderate
27,1425995,1592400,10,0,Beginner,Moderate
47,3155106,4744996,10,0,Intermediate,Moderate
67,1363985,2190077,-2,0,Beginner,Low
62,867544,1386425,2,0,Beginner,Low
22,1006441,1265489,5,0,Beginner,Moderate
50,453466,1306009,4,1,Intermediate,Moderate
18,832785,225797,11,0,Beginner,Moderate
35,462931,327025,14,0,Intermediate,Moderate
49,2510108,6875238,16,0,Intermediate,High
64,1035863,2697968,1,0,Intermediate,Low
66,1581794,4730773,-1,1,Advanced,Low
28,670364,513845,12,2,Beginner,Moderate
38,290840,243862,17,0,Intermediate,High
43,1325843,1839983,2,0,Beginner,Low
42,464153,527085,2,2,Beginner,Low
39,557379,1243982,17,2,Advanced,High
44,561884,451088,1,1,Intermediate,Low
66,2811349,11056089,-1,0,Intermediate,Low
30,930777,1544796,13,3,Beginner,Moderate
50,1352168,2606823,15,1,Intermediate,Moderate
51,370577,512577,11,0,Beginner,Low
58,1371481,3673606,7,1,Advanced,High
52,1055336,1867658,13,1,Intermediate,Moderate
18,982241,508253,12,0,Intermediate,High
38,311627,315303,20,3,Advanced,High
65,713838,649999,0,1,Advanced,Low
23,1073312,783391,5,0,Intermediate,High
45,330090,332611,11,1,Intermediate,Moderate
34,2373040,885433,9,0,Intermediate,High
22,267864,127672,11,2,Beginner,Low
48,949759,991016,6,1,Advanced,High
22,422349,233326,18,1,Beginner,Moderate
55,534810,1684510,10,0,Intermediate,Moderate
20,4370665,4806198,17,0,Intermediate,High
70,4492721,3648352,-5,1,Intermediate,Low
40,1118610,980309,19,4,Intermediate,Moderate
54,3458424,5997242,5,1,Intermediate,Moderate
70,4667995,7805992,-5,1,Beginner,Low
54,859692,1381657,7,1,Beginner,Low
27,2009076,2795297,4,2,Advanced,High
27,674497,700485,1,0,Intermediate,Moderate
36,1392940,1552767,17,1,Intermediate,High
34,934595,1089676,11,3,Beginner,Moderate
38,399490,360322,4,0,Intermediate,Moderate
31,4310710,2739498,18,0,Beginner,High
26,349267,187242,11,1,Beginner,Moderate
63,4537841,14274361,2,0,Intermediate,Low
18,889528,314985,18,0,Beginner,High
68,1259144,4757006,-3,0,Intermediate,Low
62,466947,939963,1,1,Beginner,Low
30,2204711,2425633,5,2,Intermediate,Moderate
21,249799,212709,18,0,Beginner,Moderate
18,700399,319117,17,0,Beginner,Moderate
66,1185822,4287167,-1,2,Intermediate,Low
57,205177,472670,4,2,Beginner,Low
49,3812359,10269661,16,0,Advanced,High
51,512786,925131,14,0,Beginner,Low
45,872259,468992,18,1,Intermediate,High
48,1271130,705165,11,2,Beginner,Moderate
25,266154,168905,13,3,Intermediate,Moderate
56,584196,1713164,9,0,Intermediate,Moderate
43,808859,811171,11,4,Intermediate,Moderate
51,3209277,5601198,1,0,Beginner,Low
20,592198,237792,17,1,Advanced,High
67,562855,1791390,-2,1,Intermediate,Low
29,3808128,4802570,10,0,Intermediate,High
18,347677,344982,12,1,Beginner,Moderate
61,1230079,2082476,4,1,Intermediate,Low
22,1014246,1321948,5,2,Beginner,Moderate
47,243535,616759,9,1,Intermediate,Moderate
47,1316379,2005950,13,0,Intermediate,Moderate
34,4550640,8202382,6,3,Intermediate,High
65,966846,1963353,0,2,Beginner,Low
64,1199153,3789368,1,1,Beginner,Low
40,627326,702694,15,1,Intermediate,Moderate
32,777525,566433,5,1,Intermediate,Moderate
54,428105,1083773,5,0,Advanced,High
38,846674,1873470,17,0,Beginner,High
31,1449927,2082071,18,0,Intermediate,High
19,534817,597717,13,1,Beginner,Moderate
28,3792521,5949506,7,1,Beginner,High
68,1498955,3191880,-3,0,Beginner,Low
56,2351367,4641773,9,0,Beginner,Moderate
55,567650,609472,5,1,Beginner,Low
51,2566007,4182362,14,2,Advanced,Moderate
55,1136935,3024033,3,0,Intermediate,Moderate
67,3020285,7310065,-2,2,Beginner,Low
51,3051251,9130188,9,2,Intermediate,Moderate
35,4168785,2297521,12,2,Intermediate,High
47,2716401,4517894,15,3,Advanced,High
32,403011,472079,11,0,Beginner,Moderate
44,790542,606669,13,2,Advanced,High
68,505388,1713282,-3,2,Intermediate,Low
51,1096738,2847425,14,3,Beginner,Low
69,2392722,9058834,-4,0,Intermediate,Moderate
55,306374,957987,10,2,Advanced,Low
50,864183,2046889,15,0,Intermediate,Moderate
41,1229362,2625391,13,3,Intermediate,High
32,438036,191329,14,0,Beginner,Low
47,528898,725635,4,2,Intermediate,Low
59,428611,613216,6,1,Intermediate,Moderate
68,322661,1090315,-3,0,Intermediate,Low
34,1466583,1267908,18,1,Intermediate,High
22,1397493,1077683,19,0,Beginner,High
46,311528,446949,7,2,Beginner,Low
21,4694425,4724632,10,1,Beginner,Moderate
27,1248111,1308790,17,0,Beginner,High
34,973224,983880,1,0,Beginner,Low
27,386750,172834,6,1,Intermediate,Moderate
34,1001743,618682,12,0,Beginner,High
37,1317177,2245500,17,3,Beginner,Moderate
41,757953,362830,17,3,Intermediate,Moderate
22,652801,458506,5,0,Beginner,Moderate
51,399383,947057,14,0,Intermediate,Moderate
23,2516433,1634526,14,0,Beginner,High
70,1107531,3297491,-5,2,Intermediate,Low
19,1480375,1362712,5,0,Beginner,Moderate
30,3850083,6237441,8,1,Intermediate,High
60,1463296,1862956,5,2,Beginner,Low
60,1258849,3414952,5,1,Intermediate,Moderate
65,668323,1648090,0,1,Intermediate,Low
28,555720,512751,14,2,Intermediate,High
68,2196218,4618456,-3,0,Advanced,Moderate
64,1378310,4731869,1,2,Intermediate,Low
40,1274175,966476,17,4,Intermediate,Moderate
33,4435161,7160150,3,2,Beginner,Moderate
48,828222,549676,5,0,Intermediate,Moderate
28,1326657,1388966,20,0,Beginner,High
33,3636232,2159748,8,3,Beginner,Moderate
25,232749,191876,8,1,Intermediate,Moderate
21,555652,398145,18,0,Beginner,High
57,550724,1462925,6,1,Intermediate,Moderate
21,3501968,1503905,9,0,Beginner,Moderate
42,381049,396102,12,1,Beginner,Low
20,960492,673267,18,0,Beginner,High
49,441094,1033640,16,0,Beginner,Moderate
20,1357521,1010641,10,0,Intermediate,High
44,1109334,2425995,13,0,Intermediate,High
46,1953781,3840584,9,1,Intermediate,High
49,875552,2400688,2,3,Intermediate,Low
67,1201422,3496601,-2,0,Intermediate,Low
68,1182142,2196214,-3,0,Beginner,Low
36,1067008,577700,1,0,Advanced,High
38,2341672,4023451,5,3,Beginner,Moderate
22,843521,1097241,12,0,Beginner,High
35,1035824,1246440,9,2,Beginner,Moderate
45,2880736,2172040,18,1,Advanced,High
59,884343,1357443,4,0,Intermediate,Moderate
39,531783,632870,10,4,Beginner,Low
38,401607,257453,6,0,Intermediate,Moderate
23,3260740,1995272,7,0,Beginner,High
18,985250,885679,7,0,Advanced,High
22,1212812,689870,5,0,Beginner,Moderate
58,2114773,7351098,3,2,Intermediate,Moderate
29,1449229,1031524,15,1,Intermediate,High
43,694151,446511,9,3,Intermediate,Low
63,1239269,3857683,2,0,Intermediate,Low
51,1233872,1010124,14,1,Beginner,Moderate
66,702543,574057,-1,1,Intermediate,Low
31,597217,551789,12,2,Beginner,Moderate
43,213725,506212,14,1,Intermediate,High
62,928220,2217010,3,0,Advanced,Moderate
44,2986695,7344697,4,2,Intermediate,High
26,1322525,1845531,17,0,Beginner,High
43,1604360,951876,20,4,Advanced,High
64,1101318,901285,1,0,Beginner,Low
39,2214003,2149226,9,2,Beginner,Moderate
64,429035,1487028,1,1,Beginner,Low
47,1181712,1957766,12,1,Beginner,Moderate
60,630727,2191006,5,2,Advanced,Moderate
65,226985,367812,0,2,Intermediate,Low
34,676701,743576,5,1,Intermediate,Moderate
43,4482971,2177420,15,2,Advanced,High
53,1434000,4080148,11,1,Intermediate,High
18,3032029,982289,15,0,Beginner,Moderate
25,1387316,2057599,18,0,Beginner,High
66,1028589,1712400,-1,0,Advanced,Low
52,961013,2861578,13,1,Beginner,Moderate
69,412497,1238564,-4,0,Intermediate,Low
32,1311167,1625647,2,0,Advanced,Moderate
64,801389,821233,1,1,Intermediate,Low
39,2556061,1515901,4,0,Intermediate,High
31,1363987,984977,9,2,Intermediate,High
43,1424378,1707344,16,2,Advanced,High
45,249203,458075,1,1,Intermediate,Low
40,3967272,2918579,7,1,Intermediate,High
31,608658,842042,3,0,Beginner,Low
41,2361655,1239840,12,3,Intermediate,Moderate
19,661765,669614,5,0,Beginner,Moderate
62,1063852,3552185,3,0,Intermediate,Moderate
43,909045,2142369,12,4,Intermediate,Moderate
31,723828,700746,10,0,Beginner,Moderate
68,600288,673970,-3,0,Beginner,Low
24,949548,808570,18,0,Beginner,High
20,865024,829055,17,0,Advanced,High
64,1663411,2496437,1,1,Beginner,Low
40,540707,937608,11,0,Beginner,Moderate
63,969700,668277,2,2,Intermediate,Low
60,509913,1549113,5,1,Advanced,Moderate
64,368816,492947,1,0,Beginner,Low
62,660763,2278589,3,2,Intermediate,Low
35,357705,464758,20,3,Intermediate,Moderate
55,1397519,2211604,10,1,Beginner,Low
52,203108,494953,12,0,Intermediate,Moderate
68,1405773,2452112,-3,0,Beginner,Low
32,462691,677444,12,0,Intermediate,High
42,598253,643938,1,0,Advanced,Low
54,4706411,13308293,11,0,Intermediate,High
45,1382057,3672791,14,3,Advanced,High
27,1631284,1889044,14,0,Intermediate,High
56,312099,644959,9,2,Intermediate,Low
34,937269,1051446,1,2,Advanced,Low
56,1229840,3888420,9,0,Intermediate,Moderate
39,459456,571383,17,3,Beginner,Moderate
43,754526,1638603,13,2,Intermediate,Moderate
61,1263152,785432,4,0,Intermediate,Moderate
42,740065,1697793,4,2,Beginner,Low
34,1010789,1008228,20,1,Intermediate,High
30,1120865,804510,4,1,Intermediate,High
37,1383614,898135,9,2,Advanced,Moderate
42,1168189,666081,6,4,Advanced,Moderate
21,4841953,5502045,16,0,Beginner,High
27,1495044,1073134,10,0,Intermediate,High
20,1057940,1240389,17,0,Beginner,High
58,646331,1163869,7,1,Intermediate,Low
62,625487,2225505,3,1,Beginner,Low
35,1370083,2057894,2,4,Intermediate,Moderate
64,399940,453080,1,0,Intermediate,Low
53,930114,1247135,12,1,Intermediate,Moderate
64,856010,3125364,1,1,Beginner,Low
39,853610,1047225,2,3,Intermediate,Low
51,665537,434682,11,2,Intermediate,Moderate
64,872693,1508828,1,1,Beginner,Low
25,3756821,5054065,20,2,Intermediate,High
57,946688,3231093,8,2,Intermediate,Low
66,1453036,1101168,-1,1,Intermediate,Low
61,1201353,2458754,4,1,Intermediate,Moderate
36,545590,437974,6,1,Beginner,Moderate
59,1899561,6621188,6,0,Beginner,Moderate
58,1005464,1702862,7,0,Advanced,High
54,637294,1950630,11,0,Advanced,High
23,1405512,1310234,11,0,Beginner,High
69,258747,974649,-4,1,Beginner,Low
43,4318975,10670473,20,1,Advanced,High
51,1431429,1112829,14,1,Intermediate,High
62,997699,1242520,3,2,Intermediate,Low
23,355744,190376,2,0,Intermediate,Moderate
54,1140105,2263091,10,0,Intermediate,Moderate
50,496132,547235,2,1,Intermediate,Low
70,1181048,4686648,-5,1,Advanced,Low
39,601039,446300,8,1,Intermediate,Moderate
38,514374,362601,9,3,Intermediate,Moderate
23,732649,296263,17,0,Beginner,High
23,1004708,734833,19,2,Intermediate,High
65,2488248,1983124,0,0,Intermediate,Low
21,1435116,1326151,10,0,Beginner,Moderate
47,1051897,1109160,2,1,Advanced,Moderate
28,1069944,1697852,10,0,Advanced,High
47,1766514,1576492,8,1,Advanced,High
48,1407624,942046,11,0,Intermediate,High
41,815124,1006688,1,2,Advanced,Moderate
26,365583,211614,9,2,Advanced,Moderate
20,1486765,1589490,8,0,Beginner,Moderate
68,1898633,4650150,-3,1,Advanced,Low
48,1246675,2024760,16,2,Advanced,High
57,304053,847708,8,0,Advanced,Moderate
54,977811,2251042,1,2,Intermediate,Low
53,367277,204022,6,1,Advanced,Low
41,4762815,8645312,14,2,Beginner,Moderate
48,609326,1334274,2,3,Beginner,Low
23,930483,400577,19,0,Beginner,Moderate
19,1367181,1181124,16,1,Beginner,High
37,4686792,10351366,2,2,Advanced,Moderate
45,2589636,2878704,1,1,Advanced,Moderate
28,296781,99125,18,0,Intermediate,High
21,3114443,3435041,12,0,Intermediate,High
32,4110438,2663017,9,0,Intermediate,High
23,738634,831092,2,0,Beginner,Low
66,4245633,8505272,-1,1,Intermediate,Low
47,1061405,2753302,18,1,Intermediate,High
55,726724,2282234,10,0,Beginner,Low
68,468703,949892,-3,1,Intermediate,Low
19,1165380,1307361,5,0,Intermediate,High
32,448945,163612,17,1,Intermediate,High
28,4141752,4459077,5,1,Intermediate,High
25,2134279,2504519,18,1,Beginner,High
43,1227747,1657106,8,0,Advanced,High
68,1398564,4083358,-3,1,Beginner,Low
62,1077280,1694517,3,2,Beginner,Low
61,1037426,877768,4,0,Advanced,Moderate
22,1318009,1500423,11,2,Beginner,Moderate
23,731612,417615,19,0,Beginner,Moderate
43,336349,286112,7,4,Beginner,Low
21,541513,227366,14,0,Beginner,Moderate
36,1049796,1932265,13,4,Beginner,Low
37,1356392,666820,12,0,Intermediate,Moderate
50,2381538,4155158,3,1,Beginner,Moderate
37,950617,693436,16,4,Beginner,Moderate
66,529447,1488193,-1,0,Intermediate,Low
29,747145,1082285,14,1,Intermediate,High
64,1405299,3425111,1,0,Intermediate,Low
18,878876,644556,4,1,Advanced,High
43,1475427,2612157,7,1,Advanced,High
31,1344954,1611469,5,0,Intermediate,High
55,1010026,1164006,10,1,Beginner,Low
54,496897,1145090,8,0,Advanced,Moderate
28,1099736,1499948,10,2,Advanced,High
53,541298,1469043,2,2,Intermediate,Low
30,407243,170659,7,1,Intermediate,Moderate
60,595198,1067262,2,0,Intermediate,Low
20,253402,144240,15,0,Beginner,Moderate
50,3867641,10862861,10,0,Beginner,Moderate
23,298261,294795,17,1,Advanced,High
67,276491,623156,-2,0,Beginner,Low
27,2928877,4585260,16,3,Advanced,High
22,930715,369384,1,0,Intermediate,Moderate
40,641701,720691,6,1,Advanced,Moderate
