age,annual_income,current_savings,target_goal_amount,investment_horizon_years,number_of_dependents,investment_experience_level,goal_success
63,314660,196002,1118814,2,0,Advanced,Unlikely
39,1000945,377908,1956140,9,2,Intermediate,Moderate
24,3775016,5820119,25869318,18,0,Intermediate,Likely
34,223413,430088,2635206,7,2,Intermediate,Unlikely
44,506135,1168668,1953693,4,2,Beginner,Moderate
56,1460472,2729207,11068415,9,1,Beginner,Moderate
62,340116,1107360,6877416,3,1,Intermediate,Unlikely
42,893791,1137516,3267598,8,1,Intermediate,Moderate
58,1244810,3386908,9377921,7,0,Beginner,Unlikely
40,1157748,1603111,3842862,1,1,Advanced,Unlikely
56,1076387,4388159,10543156,9,0,Advanced,Likely
67,2877882,10042984,16190591,-2,1,Intermediate,Unlikely
53,1107286,750417,1763670,12,2,Advanced,Likely
70,414488,546604,2611794,-5,0,Advanced,Unlikely
64,1414631,6165497,33636250,1,0,Intermediate,Unlikely
53,1349442,1348701,7842629,12,1,Intermediate,Moderate
46,1551481,2944384,19394487,10,0,Advanced,Moderate
61,920274,4125882,17568861,4,1,Beginner,Unlikely
41,4827148,8844830,37915550,16,1,Intermediate,Likely
22,4025731,5954996,10326956,14,0,Beginner,Likely
64,392315,841717,2547940,1,0,Advanced,Unlikely
44,1257815,1530553,10149733,16,3,Advanced,Moderate
60,4343941,17905767,100000000,5,0,Intermediate,Unlikely
65,219705,1071536,2212861,0,2,Beginner,Unlikely
45,1891972,4397711,32480636,19,1,Advanced,Likely
60,414595,731360,1325052,5,0,Advanced,Likely
51,329966,877799,7006695,4,2,Intermediate,Unlikely
24,776854,577024,1940222,15,0,Beginner,Moderate
26,4913082,7904381,21507725,17,2,Beginner,Likely
70,1078327,4045461,18931392,-5,1,Intermediate,Unlikely
25,744112,248334,702651,10,0,Advanced,Likely
69,590652,264981,1861638,-4,1,Intermediate,Unlikely
65,1002664,1850225,9511211,0,0,Beginner,Unlikely
21,1055319,1083319,8638765,14,0,Beginner,Moderate
29,2657445,2070747,9678490,13,0,Beginner,Likely
50,969869,2572788,10148385,15,1,Advanced,Likely
25,803986,179834,1374459,7,3,Intermediate,Unlikely
21,937204,1453400,7178718,12,1,Beginner,Moderate
51,1569651,4058746,27181076,14,2,Beginner,Unlikely
51,535634,561966,3084667,14,0,Intermediate,Moderate
62,1445702,5882894,30424583,1,0,Intermediate,Unlikely
64,291088,272148,1924799,1,2,Intermediate,Unlikely
58,859634,3952739,17417228,7,0,Beginner,Unlikely
34,4724878,7111288,20065765,9,0,Intermediate,Moderate
43,1388899,3075888,16499388,1,3,Intermediate,Unlikely
44,692529,2250650,7405432,14,3,Advanced,Likely
56,895844,2181183,13436911,9,1,Intermediate,Unlikely
34,495319,536354,1914482,3,1,Intermediate,Unlikely
18,853970,527009,3795937,16,0,Beginner,Likely
52,608339,1018222,4285514,10,2,Intermediate,Unlikely
66,1346198,5632684,12479450,-1,1,Intermediate,Unlikely
41,1172996,1806633,2881593,3,2,Beginner,Moderate
21,1117632,154453,942805,10,0,Intermediate,Likely
42,204472,258287,1589361,7,2,Advanced,Unlikely
68,1027538,802984,4961205,-3,0,Intermediate,Unlikely
25,1091957,1618071,4044746,8,0,Beginner,Moderate
57,967652,1818467,3402468,2,0,Intermediate,Unlikely
48,2079772,3347792,10909595,10,3,Intermediate,Moderate
20,957198,292091,1355262,7,1,Beginner,Moderate
35,438113,556191,1067171,14,2,Advanced,Likely
39,1365290,460894,3126874,9,3,Beginner,Unlikely
22,218270,245528,1476879,2,0,Beginner,Unlikely
32,354370,557507,1243464,6,0,Intermediate,Moderate
68,769449,1795565,6010321,-3,0,Advanced,Unlikely
67,202611,916460,5225820,-2,2,Intermediate,Unlikely
40,919002,1900640,4281865,2,1,Advanced,Unlikely
27,2551657,2402330,6614677,11,0,Intermediate,Likely
40,1285216,2816697,10948200,8,2,Beginner,Unlikely
56,419522,1156984,8989913,6,0,Intermediate,Unlikely
51,587915,643792,2541119,11,2,Beginner,Moderate
30,1372145,2871342,5493911,9,1,Intermediate,Likely
22,423696,472096,3523941,14,0,Beginner,Moderate
29,4067195,6163311,14189254,19,3,Beginner,Likely
62,1102403,2993262,20628338,1,0,Intermediate,Unlikely
38,974046,2295620,15601820,3,0,Intermediate,Unlikely
52,1258511,2400536,17145092,13,2,Intermediate,Unlikely
30,608376,740716,1529328,17,0,Beginner,Likely
33,716031,232694,1840716,5,0,Beginner,Unlikely
55,694620,2071191,9761901,10,0,Intermediate,Unlikely
70,1417729,4645576,22117532,-5,2,Advanced,Unlikely
49,1483498,1389021,2887246,16,3,Intermediate,Likely
68,1390731,5966247,27619393,-3,0,Beginner,Unlikely
64,311645,163929,851875,1,2,Intermediate,Unlikely
45,3743956,8415204,15322505,1,0,Beginner,Unlikely
69,968708,1500562,3846397,-4,0,Intermediate,Unlikely
22,618420,375077,1889766,18,0,Intermediate,Moderate
62,890372,2947400,5863391,3,2,Advanced,Unlikely
32,2590264,6364615,13084913,16,0,Intermediate,Likely
32,248029,56948,233213,19,1,Beginner,Likely
60,2510018,1322177,3870590,1,0,Beginner,Unlikely
54,412601,538874,1523659,11,1,Intermediate,Likely
37,3289992,2685135,8832741,1,2,Advanced,Unlikely
60,4938628,1895272,5952705,5,0,Beginner,Moderate
31,1373354,3043705,16793755,15,2,Advanced,Moderate
44,1226701,2552252,13218319,4,0,Advanced,Unlikely
51,990018,460750,2498947,10,0,Beginner,Moderate
61,1110997,1744255,8039130,1,0,Advanced,Unlikely
33,244051,556888,1009064,13,0,Beginner,Moderate
23,1102673,1169381,9117090,15,0,Beginner,Moderate
52,634520,2526528,5746563,13,1,Beginner,Moderate
56,699642,1286208,8480200,9,2,Intermediate,Unlikely
52,1686428,6751072,47569828,13,0,Advanced,Unlikely
20,1390602,979748,2383917,13,0,Beginner,Likely
50,634053,1977630,11111448,11,0,Beginner,Unlikely
41,2200972,3376972,18865724,5,0,Beginner,Unlikely
18,3757143,4197289,12434858,18,0,Beginner,Likely
61,1066687,3735884,5809791,3,0,Intermediate,Moderate
36,236718,433434,817467,4,1,Intermediate,Moderate
41,704495,1217768,3841508,6,2,Advanced,Unlikely
60,1223915,4582658,34928888,5,1,Advanced,Unlikely
69,584194,1819819,10400210,-4,0,Intermediate,Unlikely
28,1116672,2297016,18310906,9,1,Intermediate,Unlikely
61,3704599,8214679,51166886,4,2,Intermediate,Unlikely
64,218078,1076000,4143410,1,0,Intermediate,Unlikely
67,397578,724789,5055004,-2,1,Beginner,Unlikely
34,655165,537976,3456836,16,1,Beginner,Moderate
49,1046674,2933194,13392904,7,1,Advanced,Unlikely
43,3735195,11310413,35062062,2,2,Intermediate,Unlikely
43,1337866,2110572,15892131,6,1,Intermediate,Unlikely
48,560561,1203636,5199956,7,3,Advanced,Unlikely
59,3132912,11711275,76573290,6,0,Intermediate,Unlikely
54,3534236,8362517,42873698,11,0,Intermediate,Moderate
25,453634,583161,1934372,5,1,Advanced,Unlikely
26,574332,770911,2529537,12,2,Intermediate,Moderate
35,1104524,2025784,6754003,4,4,Intermediate,Unlikely
44,1245672,3633454,15356994,1,1,Intermediate,Unlikely
22,1132508,861508,5762705,9,0,Intermediate,Unlikely
27,410204,596265,2029967,5,1,Intermediate,Unlikely
34,712451,1003259,5223253,8,2,Intermediate,Unlikely
58,1253714,5698576,34724015,7,0,Advanced,Unlikely
62,662631,2641248,12779458,3,0,Beginner,Unlikely
23,1433078,1655192,12726876,2,0,Intermediate,Unlikely
23,1350635,1820228,8068132,15,0,Intermediate,Likely
57,573814,2353126,6928989,8,0,Intermediate,Unlikely
63,2404167,9211264,49885271,2,2,Intermediate,Unlikely
22,381169,262215,941699,12,0,Beginner,Moderate
20,3264446,3458576,19053287,5,0,Intermediate,Unlikely
54,1424899,2358944,18684735,5,0,Beginner,Unlikely
48,530037,695196,4393635,14,2,Beginner,Moderate
69,419866,2121450,12796072,-4,0,Advanced,Unlikely
36,388442,273046,1631446,1,3,Beginner,Unlikely
53,266452,810984,3904972,12,2,Intermediate,Unlikely
60,1969777,4555657,7742164,5,1,Advanced,Likely
33,790369,260443,1503018,1,3,Beginner,Unlikely
47,1909666,934589,1695323,11,3,Intermediate,Likely
47,1022454,2430623,16642398,3,1,Advanced,Unlikely
54,1298703,3995840,20196882,11,3,Advanced,Unlikely
33,2051957,4736980,27763091,15,1,Advanced,Likely
53,1228087,464591,2384376,5,0,Intermediate,Unlikely
65,1042930,1673070,4310355,0,2,Advanced,Unlikely
55,469578,1457121,9144089,10,0,Beginner,Unlikely
41,462317,801066,3705987,16,2,Beginner,Likely
25,3443784,3987764,29723905,15,1,Beginner,Moderate
68,1282301,1986843,10703216,-3,0,Beginner,Unlikely
62,474237,2275018,4518061,3,0,Intermediate,Unlikely
18,1244193,182295,536988,15,1,Beginner,Likely
20,1304180,1420599,4560973,15,0,Beginner,Likely
29,853251,1362740,10378816,1,1,Beginner,Unlikely
61,564403,1174223,5958508,4,1,Beginner,Unlikely
60,1497906,3804990,18261738,5,2,Advanced,Unlikely
67,515106,1349456,10070160,-2,1,Advanced,Unlikely
26,2442334,3886214,20519426,5,0,Beginner,Unlikely
58,709221,2967531,13839863,7,0,Intermediate,Unlikely
46,1073509,3269690,22759378,10,1,Advanced,Unlikely
45,4987095,2735259,12585847,5,0,Advanced,Likely
63,595130,726991,2675331,2,0,Intermediate,Unlikely
21,833483,439452,828376,18,0,Beginner,Likely
62,338997,1642526,5172728,3,0,Intermediate,Unlikely
24,636828,973778,4595201,18,0,Beginner,Likely
26,485788,872152,2849186,3,1,Advanced,Unlikely
43,4369524,11538693,89593598,12,4,Advanced,Unlikely
19,230930,302698,663127,11,0,Beginner,Moderate
42,937238,2207481,3824138,11,0,Intermediate,Likely
19,1450448,2161828,14151783,14,0,Beginner,Moderate
20,1335193,407742,3190410,5,0,Beginner,Unlikely
32,1254719,802421,2427811,6,0,Beginner,Moderate
41,1212751,2918447,5316714,18,0,Intermediate,Likely
33,731741,516472,2895318,13,0,Beginner,Moderate
64,2420716,982637,2586404,1,2,Intermediate,Unlikely
57,1496738,3445211,23518199,8,2,Advanced,Unlikely
22,342440,338681,598323,14,0,Beginner,Likely
55,409854,379948,1307625,10,0,Beginner,Moderate
70,3280179,6307523,44606503,-5,2,Beginner,Unlikely
18,245354,168976,702317,10,0,Beginner,Moderate
54,548189,248640,1321297,11,1,Intermediate,Moderate
33,3244325,5853562,11947645,16,0,Intermediate,Likely
35,566129,539592,1370643,14,1,Intermediate,Likely
24,1433641,2023506,7912292,5,0,Advanced,Moderate
38,1481323,638721,2868545,4,1,Advanced,Moderate
47,4774814,16118154,100000000,5,2,Beginner,Unlikely
36,4426324,4386644,11550064,14,1,Intermediate,Likely
60,850592,2988768,12158271,5,0,Beginner,Unlikely
40,702114,1477134,3990233,14,1,Intermediate,Moderate
22,1373764,850949,1995730,10,1,Beginner,Likely
54,2401986,3140172,21945051,6,0,Intermediate,Unlikely
38,230242,141512,697902,10,0,Beginner,Moderate
49,1085593,4183804,29350616,11,1,Advanced,Unlikely
36,224191,120670,293990,19,2,Advanced,Likely
52,572439,1024205,5627516,6,2,Advanced,Unlikely
37,243102,61732,100000,2,0,Intermediate,Unlikely
28,564920,236086,1573183,1,1,Intermediate,Unlikely
24,1182404,1515186,5316899,6,0,Beginner,Moderate
70,467170,2091516,13311153,-5,2,Beginner,Unlikely
44,374372,592373,2731105,17,0,Intermediate,Likely
37,794968,725050,3875657,8,0,Intermediate,Unlikely
66,980835,3268765,8284457,-1,0,Intermediate,Unlikely
32,273206,467782,2490819,5,2,Intermediate,Unlikely
30,1354764,640516,3748046,14,2,Intermediate,Likely
58,1100035,3368455,17921900,7,0,Intermediate,Unlikely
19,679774,184004,766276,4,0,Intermediate,Moderate
35,1230436,1927028,3666240,20,2,Intermediate,Likely
25,3859370,2497080,6972112,6,0,Intermediate,Likely
27,1478340,2809829,15173792,19,0,Advanced,Likely
65,673977,1893281,7682107,0,0,Intermediate,Unlikely
62,916882,3430407,13658474,3,2,Beginner,Unlikely
54,1485935,5403564,10979876,8,1,Intermediate,Likely
61,699816,2151166,10268952,4,0,Advanced,Unlikely
54,4103923,16793194,76876145,10,2,Intermediate,Unlikely
66,1412819,4521167,27741101,-1,2,Intermediate,Unlikely
60,1080794,1152862,4422930,4,0,Beginner,Unlikely
27,1237611,1231008,7671474,5,1,Intermediate,Unlikely
34,509833,127400,431051,18,0,Beginner,Moderate
56,906642,3407709,24707553,3,1,Beginner,Unlikely
56,472311,1363374,7914657,5,0,Beginner,Unlikely
70,1136285,4017209,19135723,-5,0,Beginner,Unlikely
31,1150839,1605055,7980844,8,0,Intermediate,Moderate
57,438821,930777,2690389,8,0,Intermediate,Moderate
39,242985,283366,1993191,9,3,Advanced,Unlikely
26,547369,420357,1354289,17,0,Intermediate,Likely
60,1296728,3489161,9906338,5,0,Beginner,Unlikely
68,3945356,9108741,45036978,-3,1,Advanced,Unlikely
58,935481,3548485,8280031,3,0,Intermediate,Unlikely
38,903434,535701,2198072,6,3,Intermediate,Unlikely
62,287035,1083390,8532726,2,0,Beginner,Unlikely
19,1390293,1228717,3987245,14,0,Beginner,Likely
24,1532995,720117,2971034,18,0,Beginner,Likely
49,4767321,7246056,35522950,13,1,Intermediate,Moderate
31,421996,494078,3542645,8,1,Intermediate,Unlikely
39,1428910,844840,6126558,14,2,Intermediate,Moderate
51,1284436,3978444,26265570,12,2,Beginner,Unlikely
21,1476848,1458058,5030945,20,0,Intermediate,Likely
33,1458982,718794,2219377,18,0,Intermediate,Likely
29,425710,129141,1029347,11,0,Intermediate,Moderate
45,661740,343729,1311045,3,3,Advanced,Unlikely
31,799858,402185,2954778,6,0,Intermediate,Unlikely
48,1094717,2180043,9192694,6,0,Beginner,Unlikely
35,261235,92990,377564,13,1,Intermediate,Likely
34,340084,676071,4457564,13,0,Beginner,Unlikely
65,568243,602042,3294753,0,0,Beginner,Unlikely
50,3750467,5799496,33850635,15,1,Advanced,Likely
33,1151671,1170801,7963385,15,1,Beginner,Likely
33,516717,897396,6814482,15,3,Advanced,Unlikely
20,846427,698002,4705090,1,0,Beginner,Unlikely
40,995847,3090560,21742958,13,0,Intermediate,Unlikely
38,1054772,2161695,11759746,2,1,Beginner,Unlikely
42,721842,1787433,11640187,11,2,Intermediate,Unlikely
33,316554,561737,1714320,2,0,Beginner,Unlikely
41,633834,1484890,6424213,9,1,Advanced,Unlikely
34,4861270,5957302,44401479,19,0,Intermediate,Likely
66,1338279,4480344,23161491,-1,0,Intermediate,Unlikely
26,471680,617885,4575257,15,2,Intermediate,Moderate
34,641281,1621420,8324352,8,3,Advanced,Unlikely
32,1101710,2517547,5677148,9,3,Intermediate,Likely
59,576346,761658,4512755,6,1,Intermediate,Unlikely
41,4885257,12665259,42841361,9,2,Intermediate,Unlikely
39,2248182,2629532,10615865,10,1,Intermediate,Moderate
67,1124585,2701581,20047849,-2,0,Beginner,Unlikely
20,624614,400902,3087251,9,0,Beginner,Unlikely
53,265338,312620,946006,12,2,Beginner,Moderate
49,956080,2659510,5586355,7,0,Intermediate,Moderate
55,2018167,5163265,22881317,10,2,Beginner,Unlikely
21,1146522,826872,6434250,17,0,Intermediate,Likely
39,2355021,2019042,5754561,12,1,Beginner,Likely
60,2284181,5413234,10806976,5,1,Intermediate,Likely
52,479404,940403,3242536,2,0,Intermediate,Unlikely
31,3108664,3981219,26475691,9,0,Beginner,Unlikely
65,350074,683478,1475691,0,1,Advanced,Unlikely
52,483399,1435240,9592877,7,1,Intermediate,Unlikely
51,1451260,4838581,32972203,14,2,Intermediate,Unlikely
31,2603057,5600754,33577320,1,2,Intermediate,Unlikely
62,1990667,4897905,34351569,1,1,Intermediate,Unlikely
67,1067410,4835714,8748052,-2,0,Intermediate,Unlikely
55,2477104,3356028,5856337,10,2,Advanced,Likely
54,1889913,2818669,4985844,11,0,Beginner,Likely
42,2897731,5180346,34003022,16,1,Advanced,Likely
53,999215,2792081,5637053,3,0,Beginner,Unlikely
64,406483,565791,3285890,1,2,Intermediate,Unlikely
68,896012,4706449,31556586,-3,0,Advanced,Unlikely
20,891501,1201600,5964351,2,0,Beginner,Unlikely
42,573286,1566988,4402636,20,0,Intermediate,Likely
25,555981,712588,5223398,7,1,Intermediate,Unlikely
57,820309,2742876,15311314,1,1,Intermediate,Unlikely
20,1315436,1310863,2150142,18,0,Beginner,Likely
61,1141464,5048583,39609740,4,0,Advanced,Unlikely
36,433786,1038349,2222843,8,2,Advanced,Likely
61,345085,1009472,6546123,4,0,Beginner,Unlikely
40,3649183,7241549,28556142,19,3,Advanced,Likely
33,910059,1419560,7251094,5,0,Beginner,Unlikely
31,1091594,1527544,10796477,12,3,Intermediate,Unlikely
40,1269536,3115625,16379524,13,0,Intermediate,Moderate
23,967208,138513,630267,15,0,Beginner,Likely
40,538123,926718,2084815,3,0,Intermediate,Unlikely
59,4981355,11890934,61070526,6,0,Advanced,Unlikely
68,2639795,7274262,36699982,-3,0,Advanced,Unlikely
52,475736,1378413,4166912,13,0,Beginner,Moderate
41,4545325,2212201,8033057,1,2,Beginner,Unlikely
53,1073000,604141,1410370,12,0,Beginner,Moderate
67,1050122,4592788,30657224,-2,0,Advanced,Unlikely
26,3993077,2235894,7507051,16,1,Intermediate,Likely
45,289465,120282,639428,10,2,Intermediate,Moderate
64,1009734,5088102,29174270,1,1,Advanced,Unlikely
42,1160500,2593075,13474491,9,3,Intermediate,Unlikely
21,463237,151914,280685,10,0,Beginner,Likely
18,380931,59333,323792,13,1,Advanced,Likely
40,3991966,12454518,97112223,13,2,Intermediate,Unlikely
23,311779,461551,1237428,19,1,Beginner,Likely
59,910022,1483235,4364252,5,1,Beginner,Unlikely
49,1222855,4756688,17211706,15,1,Intermediate,Likely
37,3211915,8402507,14368710,2,3,Intermediate,Unlikely
19,382279,81130,399897,9,0,Beginner,Moderate
61,421390,1834281,10061488,4,0,Beginner,Unlikely
38,2375245,2332894,4967357,2,0,Intermediate,Unlikely
21,224939,371286,2435630,19,0,Intermediate,Moderate
31,655118,975020,1640123,2,1,Intermediate,Unlikely
40,1288144,1651114,5895564,17,3,Intermediate,Likely
18,3968318,5569225,31818782,4,0,Beginner,Unlikely
27,1018249,259750,1049187,2,0,Beginner,Unlikely
29,2616652,2184515,17081855,4,0,Intermediate,Unlikely
59,212700,607064,1341797,5,1,Intermediate,Unlikely
38,2533293,603841,1909677,7,1,Intermediate,Likely
18,1181976,554459,2120643,12,1,Advanced,Likely
40,633137,1281551,5929717,14,3,Intermediate,Moderate
56,424934,281997,1130219,2,2,Beginner,Unlikely
35,1725334,1391991,5255340,16,4,Intermediate,Likely
57,1066496,403196,2273529,6,0,Intermediate,Moderate
57,689898,1345121,5928371,8,0,Intermediate,Unlikely
29,4370869,1926764,15083332,10,2,Beginner,Moderate
46,291187,769597,5099656,11,0,Beginner,Unlikely
28,1380400,2589063,10399723,7,3,Intermediate,Unlikely
20,569324,499237,3918082,13,1,Intermediate,Unlikely
33,4739668,1753399,11815119,18,0,Intermediate,Likely
66,2591860,7330687,58034028,-1,2,Advanced,Unlikely
36,3989114,10528118,77733219,16,2,Intermediate,Moderate
52,299049,760681,3173543,10,0,Beginner,Unlikely
60,2211175,8279688,12672236,4,0,Intermediate,Likely
48,1077028,2794338,16046662,12,0,Advanced,Moderate
24,413591,647723,1736332,6,0,Beginner,Unlikely
29,581835,535457,3153243,12,1,Intermediate,Moderate
70,3034408,1464561,5878153,-5,1,Beginner,Unlikely
56,4783429,10018411,80075369,1,1,Intermediate,Unlikely
58,4759563,18945869,59479910,7,0,Advanced,Unlikely
69,525698,2277338,14741549,-4,2,Intermediate,Unlikely
26,564183,875930,3063266,5,3,Intermediate,Unlikely
56,890481,913610,2151320,5,1,Beginner,Moderate
68,1486893,4217966,11635052,-3,0,Intermediate,Unlikely
31,238287,478757,1526665,19,1,Beginner,Likely
63,1188332,3426209,16732344,2,0,Advanced,Unlikely
51,730989,960947,4642501,1,2,Beginner,Unlikely
55,1124047,1472063,5900359,10,0,Intermediate,Likely
66,723490,3729952,21721524,-1,0,Intermediate,Unlikely
68,264885,595160,3245337,-3,0,Advanced,Unlikely
56,1449867,2741754,11534289,7,0,Intermediate,Moderate
51,708722,2727135,20169385,14,1,Beginner,Unlikely
61,1950066,7903323,23072463,4,1,Intermediate,Unlikely
28,2411472,4336598,9241904,4,1,Beginner,Unlikely
49,332238,920612,5369401,4,1,Intermediate,Unlikely
66,1510926,3989888,13346553,-1,2,Beginner,Unlikely
37,3024487,7026078,15625155,7,0,Advanced,Likely
29,1052855,212415,394137,7,2,Intermediate,Likely
50,485045,374895,2954756,15,0,Advanced,Likely
56,405663,530707,3536113,9,0,Intermediate,Unlikely
24,4218204,5944942,42548128,8,0,Beginner,Unlikely
33,4720771,10464171,54945738,13,1,Beginner,Moderate
69,1722258,7758050,61029931,-4,0,Intermediate,Unlikely
52,1466696,2334363,15411655,11,1,Intermediate,Moderate
69,1948889,7871056,29984917,-4,1,Intermediate,Unlikely
58,374940,1415766,5341476,7,1,Intermediate,Unlikely
36,757527,1111176,5088511,10,1,Intermediate,Moderate
35,4732355,1061673,8365014,4,3,Advanced,Unlikely
42,222892,584639,3376896,20,0,Intermediate,Moderate
28,569824,351261,2440146,18,1,Beginner,Likely
53,372886,746111,2687710,12,0,Advanced,Likely
24,666506,1204604,2520280,6,0,Beginner,Moderate
66,456331,1950490,4424634,-1,1,Advanced,Unlikely
37,1190210,333555,1956808,10,2,Intermediate,Moderate
46,1081220,1409891,9342191,7,2,Beginner,Unlikely
23,1220085,1397784,10469765,14,0,Beginner,Moderate
61,3863364,16071466,33761957,4,0,Beginner,Unlikely
60,4084087,4650836,25587666,5,0,Intermediate,Unlikely
36,247463,546609,3253492,3,0,Beginner,Unlikely
35,1229265,1784434,11089633,14,2,Intermediate,Moderate
18,1209828,1540262,7414576,5,0,Beginner,Unlikely
65,309481,468643,2406691,0,2,Intermediate,Unlikely
70,1247430,4329189,15022130,-5,1,Intermediate,Unlikely
48,217256,597552,2143604,5,0,Intermediate,Unlikely
